model,class,categories,caption,image_url,question_1,question_2
kv_with_emb_without_multires,n02090379,['attribute'],nose of dog is brown ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090379_53055.jpg,is there dog ?,is there nose ?
kv_with_emb_without_multires,n03796401,"['relation', 'counting']",two dogs are peering over a truck cab,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03796401_7177.jpg,are there two dogs ?,is there a truck cab ?
kv_with_emb_without_multires,n03196217,['attribute'],clock has white face,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03196217_77471.jpg,is there white face ?,is there clock ?
kv_with_emb_without_multires,n02088094,['attribute'],The nose of the dog is black ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088094_27685.jpg,is there the nose ?,is there the dog ?
kv_with_emb_without_multires,n02090622,['relation'],dog is on the keys,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090622_63862.jpg,is there dog ?,are there the keys ?
kv_with_emb_without_multires,n02088364,"['attribute', 'action']",white dog wagging its tail,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088364_78313.jpg,is there its tail ?,is there white dog ?
kv_with_emb_without_multires,n04273569,"['attribute', 'relation']",White boat with floats attached,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04273569_98536.jpg,are there floats ?,is there white boat ?
kv_with_emb_without_multires,n01601694,['attribute'],The birds claws are black.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01601694_82921.jpg,are there the birds ?,are there claws ?
kv_with_emb_without_multires,n02492660,"['relation', 'action']",the boy is imitating the monkey,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02492660_29505.jpg,is there the boy ?,is the boy  imitating the monkey?
kv_with_emb_without_multires,n02481823,"['relation', 'action']",monkey rides on goat's back,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02481823_98513.jpg,is there monkey ?,is there goat's back ?
kv_with_emb_without_multires,n02089973,"['attribute', 'relation']",The gray collar the dog is wearing.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089973_17214.jpg,is there the gray collar ?,is there the dog ?
kv_with_emb_without_multires,n02123045,"['relation', 'action']",The cat is in a bag.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_38571.jpg,is the cat  in a bag.?,is there the cat ?
kv_with_emb_without_multires,n03930630,['attribute'],the grill of the truck is black,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03930630_68535.jpg,is there the truck ?,is there the grill ?
kv_with_emb_without_multires,n04461696,['attribute'],the truck has a light,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04461696_92316.jpg,is there a light ?,is there the truck ?
kv_with_emb_without_multires,n04461696,['attribute'],truck has a red cab,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n04461696_18319.jpg,is there truck ?,is there a red cab ?
kv_with_emb_without_multires,n02814533,['attribute'],headlights of car are white,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02814533_90836.jpg,is there car ?,are there headlights ?
kv_with_emb_without_multires,n02089078,['attribute'],The dogs right eye is round.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089078_80452.jpg,is there right eye ?,are there the dogs ?
kv_with_emb_without_multires,n02088364,['attribute'],dog has light brown paws,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088364_79853.jpg,are there light brown paws ?,is there dog ?
kv_with_emb_without_multires,n03670208,"['attribute', 'relation']",the door handle on a car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03670208_34744.jpg,is there the door ?,is there a car ?
kv_with_emb_without_multires,n02701002,['relation'],the cat is on a car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02701002_63208.jpg,is there a car ?,is there the cat ?
kv_with_emb_without_multires,n03259280,['attribute'],knobs on front the oven,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03259280_84327.jpg,is there the oven ?,are there knobs ?
kv_with_emb_without_multires,n02088238,['attribute'],eye of dog is close,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088238_14568.jpg,is there dog ?,is there eye ?
kv_with_emb_without_multires,n02089078,['attribute'],dog has big brown eyes,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089078_18370.jpg,are there big brown eyes ?,is there dog ?
kv_with_emb_without_multires,n01532829,"['attribute', 'relation']",bird with wings spread,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01532829_74414.jpg,is there bird ?,are there wings ?
kv_with_emb_without_multires,n02090622,"['attribute', 'relation']",dog has a blue rope tied,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090622_32155.jpg,is there dog ?,is there a blue rope ?
kv_with_emb_without_multires,n02123045,"['relation', 'action']",Person feeding the cat,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_467.jpg,is there person ?,is there the cat ?
kv_with_emb_without_multires,n01560419,['relation'],dead insect in birds beak,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01560419_57030.jpg,is there dead insect ?,are there birds ?
kv_with_emb_without_multires,n03345487,['attribute'],the truck has a wiper,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03345487_36602.jpg,is there the truck ?,is there a wiper ?
kv_with_emb_without_multires,n02123159,"['relation', 'action']",cat is eating in the jar,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123159_54319.jpg,is cat  eating in the jar?,is there the jar ?
kv_with_emb_without_multires,n02090721,['relation'],A woman who is sitting with a dog,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090721_91692.jpg,is there a dog ?,is there a woman ?
kv_with_emb_without_multires,n02088094,['relation'],The sofa the dog is leaning on.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088094_81508.jpg,is there the sofa ?,is there the dog ?
kv_with_emb_without_multires,n03344393,['action'],The boat is creating waves,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03344393_67958.jpg,are there waves ?,is the boat  creating waves?
kv_with_emb_without_multires,n02089867,['attribute'],the dog has a right eye,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_31450.jpg,is there a right eye ?,is there the dog ?
kv_with_emb_without_multires,n02483362,"['attribute', 'action']",monkey feeding herself a piece if banana,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02483362_81117.jpg,is there a piece ?,is there monkey ?
kv_with_emb_without_multires,n02090721,"['relation', 'action']",pomeranian dog gets a ride inside duffle bag,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090721_86524.jpg,is there pomeranian dog ?,is there a ride inside duffle bag ?
kv_with_emb_without_multires,n03796401,['attribute'],The left headlight on the truck.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03796401_93597.jpg,is there the left headlight ?,is there the truck ?
kv_with_emb_without_multires,n02089078,"['relation', 'action']",the dog is lying on the bed,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089078_90849.jpg,is there the bed ?,is there the dog ?
kv_with_emb_without_multires,n02090721,"['attribute', 'action']",The head of the dog sitting down.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090721_65982.jpg,is there the head ?,is there the dog ?
kv_with_emb_without_multires,n02088094,['attribute'],A dogs left ear. ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088094_62375.jpg,is there ear ?,are there a dogs ?
kv_with_emb_without_multires,n03796401,['relation'],it is the windshield of the truck,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03796401_13118.jpg,is there the windshield ?,is there the truck ?
kv_with_emb_without_multires,n02088364,['action'],the dog is attempting to catch a frisbee,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088364_54434.jpg,is there a frisbee ?,is there the dog ?
kv_with_emb_without_multires,n02089867,"['attribute', 'action']",the dog is wearing a vest,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_26639.jpg,is the dog  wearing a vest?,is there the dog ?
kv_with_emb_without_multires,n02123045,"['relation', 'action']",a cat is sitting on the floor,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_35910.jpg,is there a cat ?,is there the floor ?
kv_with_emb_without_multires,n02089867,['attribute'],face of dog is white and brown,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089867_16523.jpg,is there dog ?,is there face ?
kv_with_emb_without_multires,n02089973,['relation'],the cat is under the dog's chin,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089973_64320.jpg,is there the cat ?,is there the dog's chin ?
kv_with_emb_without_multires,n02123159,"['relation', 'action']",A cat hides between two curtains,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123159_19497.jpg,are there two curtains ?,is there a cat ?
kv_with_emb_without_multires,n01558993,['attribute'],a bird has a claw,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01558993_6348.jpg,is there a bird ?,is there a claw ?
kv_with_emb_without_multires,n02088094,['relation'],a bag is by the dog,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088094_51793.jpg,is there a bag ?,is there the dog ?
kv_with_emb_without_multires,n02088632,['attribute'],the fur on the dog is black and white ,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088632_91042.jpg,is there the dog ?,is there the fur ?
kv_with_emb_without_multires,n02123045,"['relation', 'action']",The cat is sitting next to a bicycle tire.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_63870.jpg,is there a bicycle tire ?,is the cat  sitting next to a bicycle tire.?
kv_with_emb_without_multires,n02123045,"['relation', 'action']",The cat looks in the mirror,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_38400.jpg,is there the mirror ?,is there the cat ?
kv_with_emb_without_multires,n03594945,"['relation', 'counting']",Two surfboards attach to classic car roof,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n03594945_52442.jpg,are there two surfboards ?,is there classic car roof ?
kv_with_emb_without_multires,n02089078,['relation'],the dog is in a car,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089078_1207.jpg,is there the dog ?,is there a car ?
kv_with_emb_without_multires,n02090622,['attribute'],The front left paw of the dog.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02090622_77276.jpg,is there the dog ?,is there the front left paw ?
kv_with_emb_without_multires,n01558993,['attribute'],white feathers on a birds head,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01558993_5457.jpg,are there white feathers ?,are there a birds ?
kv_with_emb_without_multires,n02089078,"['relation', 'action']",dog is holding bowl,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02089078_46521.jpg,is dog  holding bowl?,is there bowl ?
kv_with_emb_without_multires,n06359193,"['counting', 'action']",multiple objects are open on computer screen,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n06359193_35924.jpg,is there computer screen ?,are multiple objects  open on computer screen?
kv_with_emb_without_multires,n02088094,"['attribute', 'relation']",The hat the dog is wearing.,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02088094_96471.jpg,is there the dog ?,is there the hat ?
kv_with_emb_without_multires,n01537544,['attribute'],head of bird is featherless,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n01537544_54873.jpg,is there head ?,is there bird ?
kv_with_emb_without_multires,n02123045,['attribute'],head of cat is white and black,https://conceptbed.s3.us-east-2.amazonaws.com/composition/kv_with_emb_without_multires_n02123045_52009.jpg,is there head ?,is there cat ?
